loan_amnt,term,int_rate,installment,grade,sub_grade,annual_inc,verification_status,issue_d,purpose,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,mort_acc,pub_rec_bankruptcies,issue_year,issue_month,credit_history_years,loan_status,default_flag,default_stage,cluster_id,risk_cluster
2000.0,36.0,21.0,75.36,E,E2,70000.0,Not Verified,2012-12-01,other,23.62,1989-05-01,6.0,0.0,11425.0,92.1,3.0,0.0,2012,12,23.59,Fully Paid,0,non_default,2,low_risk
4225.0,36.0,12.12,140.58,B,B3,60000.0,Verified,2013-03-01,debt_consolidation,9.94,2001-04-01,10.0,1.0,4245.0,66.3,4.0,0.0,2013,3,11.92,Fully Paid,0,non_default,2,low_risk
8800.0,36.0,17.56,316.21,D,D1,74000.0,Verified,2013-07-01,credit_card,16.46,1987-11-01,14.0,0.0,27957.0,74.2,3.0,0.0,2013,7,25.66,Fully Paid,0,non_default,2,low_risk
24000.0,60.0,19.72,632.12,D,D5,100000.0,Source Verified,2012-10-01,credit_card,26.57,1997-04-01,16.0,0.0,26835.0,57.1,2.0,0.0,2012,10,15.5,Fully Paid,0,non_default,0,medium_risk
9600.0,36.0,9.67,308.28,B,B1,54800.0,Source Verified,2013-11-01,credit_card,17.74,1995-09-01,8.0,0.0,14662.0,56.8,0.0,0.0,2013,11,18.17,Fully Paid,0,non_default,2,low_risk
1400.0,36.0,15.59,48.94,C,C5,38700.0,Source Verified,2016-06-01,other,1.77,2001-01-01,4.0,0.0,492.0,17.6,3.0,0.0,2016,6,15.41,Charged Off,1,default,1,high_risk
11325.0,36.0,17.1,404.34,C,C5,50000.0,Not Verified,2013-10-01,debt_consolidation,13.25,2004-02-01,11.0,0.0,3596.0,36.7,0.0,0.0,2013,10,9.66,Fully Paid,0,non_default,2,low_risk
8000.0,36.0,17.77,288.3,D,D1,32000.0,Not Verified,2012-11-01,credit_card,8.78,1998-11-01,9.0,0.0,8054.0,69.4,2.0,0.0,2012,11,14.0,Fully Paid,0,non_default,2,low_risk
5000.0,36.0,11.44,164.74,B,B4,25152.0,Source Verified,2015-01-01,debt_consolidation,13.07,2001-03-01,9.0,0.0,6367.0,69.2,1.0,0.0,2015,1,13.84,Fully Paid,0,non_default,2,low_risk
15000.0,36.0,11.44,494.22,B,B4,157500.0,Source Verified,2014-11-01,credit_card,10.33,2002-01-01,6.0,3.0,13630.0,72.1,0.0,0.0,2014,11,12.83,Charged Off,1,default,0,medium_risk
9700.0,36.0,8.9,308.01,A,A5,89000.0,Not Verified,2013-01-01,debt_consolidation,26.49,1999-12-01,13.0,0.0,16087.0,56.6,0.0,0.0,2013,1,13.09,Fully Paid,0,non_default,2,low_risk
25000.0,36.0,13.65,850.2,C,C1,84000.0,Verified,2014-04-01,debt_consolidation,2.63,1999-12-01,4.0,0.0,11609.0,86.0,4.0,0.0,2014,4,14.33,Fully Paid,0,non_default,0,medium_risk
21700.0,60.0,13.18,495.75,C,C3,50700.0,Verified,2015-11-01,debt_consolidation,34.29,2010-09-01,8.0,0.0,19249.0,38.7,0.0,0.0,2015,11,5.17,Fully Paid,0,non_default,2,low_risk
13000.0,60.0,12.99,295.73,C,C2,65000.0,Source Verified,2016-04-01,debt_consolidation,17.15,2001-09-01,9.0,0.0,4606.0,53.6,2.0,0.0,2016,4,14.58,Fully Paid,0,non_default,2,low_risk
10000.0,36.0,6.62,307.04,A,A2,55000.0,Not Verified,2012-12-01,debt_consolidation,18.55,1994-06-01,13.0,0.0,11752.0,24.7,1.0,0.0,2012,12,18.5,Fully Paid,0,non_default,2,low_risk
1600.0,36.0,13.99,54.68,C,C4,21600.0,Not Verified,2015-03-01,medical,38.39,1994-10-01,8.0,0.0,1225.0,10.9,0.0,0.0,2015,3,20.41,Fully Paid,0,non_default,2,low_risk
7000.0,36.0,6.89,215.79,A,A3,130000.0,Source Verified,2015-10-01,debt_consolidation,10.99,2000-09-01,10.0,0.0,17293.0,60.3,7.0,0.0,2015,10,15.08,Fully Paid,0,non_default,0,medium_risk
30375.0,36.0,11.44,1000.78,B,B4,157500.0,Verified,2014-12-01,debt_consolidation,21.99,2001-05-01,13.0,0.0,8049.0,16.9,1.0,0.0,2014,12,13.59,Fully Paid,0,non_default,0,medium_risk
30000.0,60.0,15.61,723.34,D,D1,70000.0,Verified,2014-08-01,debt_consolidation,14.74,1996-08-01,5.0,0.0,33830.0,85.6,3.0,0.0,2014,8,18.0,Fully Paid,0,non_default,0,medium_risk
15000.0,36.0,14.59,516.98,D,D1,75600.0,Verified,2010-03-01,debt_consolidation,20.1,1995-09-01,6.0,0.0,3811.0,97.7,0.0,0.0,2010,3,14.5,Charged Off,1,default,1,high_risk
5500.0,36.0,12.85,184.92,B,B4,140000.0,Verified,2014-01-01,car,6.83,2004-03-01,10.0,1.0,7983.0,43.0,5.0,1.0,2014,1,9.84,Fully Paid,0,non_default,0,medium_risk
16000.0,36.0,13.53,543.2,B,B5,80000.0,Verified,2014-01-01,credit_card,21.06,1996-08-01,8.0,0.0,23208.0,97.1,6.0,0.0,2014,1,17.42,Fully Paid,0,non_default,0,medium_risk
5000.0,36.0,13.05,168.6,B,B5,45000.0,Not Verified,2013-08-01,debt_consolidation,3.25,2002-05-01,7.0,0.0,4481.0,61.4,0.0,0.0,2013,8,11.25,Fully Paid,0,non_default,2,low_risk
9000.0,36.0,12.99,303.21,B,B5,65000.0,Source Verified,2014-03-01,debt_consolidation,12.98,2005-09-01,10.0,0.0,13328.0,40.1,0.0,0.0,2014,3,8.5,Fully Paid,0,non_default,2,low_risk
5600.0,36.0,12.39,187.05,C,C1,65000.0,Not Verified,2015-01-01,credit_card,6.76,1990-08-01,9.0,0.0,24948.0,69.3,1.0,0.0,2015,1,24.42,Fully Paid,0,non_default,2,low_risk
5000.0,36.0,10.99,163.67,B,B2,21000.0,Not Verified,2013-12-01,credit_card,26.96,2007-02-01,9.0,0.0,5749.0,70.1,0.0,0.0,2013,12,6.83,Fully Paid,0,non_default,2,low_risk
2750.0,36.0,13.98,93.97,C,C1,34000.0,Not Verified,2014-01-01,car,28.91,2009-08-01,10.0,0.0,3395.0,61.7,0.0,0.0,2014,1,4.42,Fully Paid,0,non_default,2,low_risk
8000.0,36.0,10.15,258.71,B,B2,53000.0,Not Verified,2014-07-01,debt_consolidation,25.36,2003-03-01,8.0,1.0,6619.0,78.8,0.0,1.0,2014,7,11.33,Fully Paid,0,non_default,2,low_risk
21000.0,36.0,18.25,761.84,D,D3,105000.0,Not Verified,2016-04-01,debt_consolidation,16.78,2002-12-01,7.0,0.0,45597.0,58.5,8.0,0.0,2016,4,13.33,Fully Paid,0,non_default,0,medium_risk
3400.0,36.0,9.75,109.31,B,B3,45000.0,Not Verified,2016-04-01,credit_card,17.76,2003-04-01,15.0,0.0,4091.0,11.6,0.0,0.0,2016,4,13.0,Fully Paid,0,non_default,2,low_risk
26600.0,60.0,23.99,765.08,F,F3,64000.0,Source Verified,2015-12-01,debt_consolidation,34.43,2005-09-01,16.0,0.0,29506.0,80.2,0.0,0.0,2015,12,10.25,Charged Off,1,default,1,high_risk
9000.0,36.0,7.9,281.62,A,A4,56000.0,Source Verified,2012-11-01,debt_consolidation,19.56,1997-04-01,9.0,0.0,38964.0,67.5,2.0,0.0,2012,11,15.59,Fully Paid,0,non_default,2,low_risk
8000.0,36.0,10.99,261.88,B,B4,40000.0,Not Verified,2015-07-01,debt_consolidation,24.87,2004-04-01,9.0,0.0,0.0,0.0,6.0,0.0,2015,7,11.25,Fully Paid,0,non_default,2,low_risk
10000.0,36.0,11.99,332.1,C,C1,51000.0,Source Verified,2016-03-01,credit_card,18.42,2011-07-01,6.0,0.0,8448.0,66.0,1.0,0.0,2016,3,4.67,Fully Paid,0,non_default,2,low_risk
10000.0,36.0,5.32,301.15,A,A1,85000.0,Source Verified,2015-12-01,credit_card,23.35,2007-09-01,13.0,0.0,4133.0,23.9,2.0,0.0,2015,12,8.25,Fully Paid,0,non_default,2,low_risk
19525.0,60.0,10.99,424.43,B,B2,44000.0,Source Verified,2013-10-01,credit_card,16.53,1985-02-01,8.0,0.0,24375.0,60.3,6.0,0.0,2013,10,28.66,Fully Paid,0,non_default,0,medium_risk
5000.0,36.0,11.14,164.03,B,B2,25000.0,Not Verified,2013-05-01,credit_card,12.19,2006-03-01,12.0,0.0,7834.0,24.7,0.0,0.0,2013,5,7.17,Fully Paid,0,non_default,2,low_risk
30000.0,60.0,24.5,871.77,F,F3,157500.0,Verified,2014-07-01,home_improvement,22.25,1990-08-01,26.0,0.0,41557.0,89.8,6.0,0.0,2014,7,23.92,Charged Off,1,default,0,medium_risk
23500.0,36.0,14.65,810.62,C,C2,40000.0,Verified,2012-03-01,debt_consolidation,20.52,2003-10-01,9.0,0.0,15414.0,55.8,0.0,0.0,2012,3,8.42,Fully Paid,0,non_default,2,low_risk
6000.0,36.0,7.51,186.67,A,A4,102996.0,Not Verified,2010-08-01,major_purchase,7.4,1991-11-01,4.0,0.0,38475.0,14.5,0.0,0.0,2010,8,18.75,Fully Paid,0,non_default,2,low_risk
25000.0,36.0,16.99,891.2,D,D3,52000.0,Source Verified,2015-06-01,debt_consolidation,14.03,2001-05-01,6.0,0.0,14477.0,62.1,1.0,0.0,2015,6,14.08,Fully Paid,0,non_default,0,medium_risk
30000.0,36.0,14.64,1034.68,C,C3,120000.0,Verified,2014-04-01,debt_consolidation,14.42,1983-05-01,17.0,0.0,48480.0,80.9,3.0,0.0,2014,4,30.92,Fully Paid,0,non_default,0,medium_risk
12000.0,60.0,15.61,289.34,C,C5,60000.0,Source Verified,2014-04-01,debt_consolidation,20.18,1990-10-01,11.0,0.0,6134.0,43.2,5.0,0.0,2014,4,23.5,Charged Off,1,default,1,high_risk
35000.0,60.0,20.25,619.89,F,F1,88000.0,Verified,2011-06-01,debt_consolidation,11.71,2004-03-01,8.0,0.0,11554.0,62.6,0.0,0.0,2011,6,7.25,Charged Off,1,default,1,high_risk
20000.0,60.0,13.99,465.27,C,C4,65000.0,Source Verified,2015-05-01,debt_consolidation,31.85,1999-08-01,16.0,0.0,28564.0,78.3,0.0,0.0,2015,5,15.75,Charged Off,1,default,1,high_risk
4000.0,36.0,10.36,129.75,B,B5,25000.0,Not Verified,2010-11-01,debt_consolidation,19.54,2004-06-01,14.0,0.0,4061.0,48.7,0.0,0.0,2010,11,6.42,Fully Paid,0,non_default,2,low_risk
12000.0,60.0,18.24,306.3,D,D5,40000.0,Source Verified,2014-09-01,credit_card,21.65,2002-01-01,8.0,1.0,12657.0,43.1,2.0,1.0,2014,9,12.67,Fully Paid,0,non_default,2,low_risk
4750.0,36.0,14.16,162.72,C,C2,55000.0,Not Verified,2014-03-01,home_improvement,6.85,1987-04-01,6.0,0.0,1669.0,6.3,2.0,0.0,2014,3,26.92,Charged Off,1,default,1,high_risk
4200.0,36.0,11.53,138.56,B,B5,31000.0,Not Verified,2015-06-01,other,15.33,2004-12-01,4.0,0.0,2755.0,86.1,0.0,0.0,2015,6,10.5,Fully Paid,0,non_default,2,low_risk
25000.0,60.0,16.59,615.82,D,D1,62500.0,Source Verified,2014-03-01,debt_consolidation,20.31,2000-11-01,16.0,1.0,17119.0,55.4,1.0,1.0,2014,3,13.33,Charged Off,1,default,1,high_risk
18000.0,60.0,18.25,459.54,E,E1,91000.0,Source Verified,2015-08-01,credit_card,27.45,2003-08-01,13.0,0.0,19521.0,87.9,0.0,0.0,2015,8,12.0,Charged Off,1,default,1,high_risk
6000.0,36.0,12.12,199.63,B,B3,41000.0,Not Verified,2012-11-01,debt_consolidation,9.16,2001-11-01,11.0,0.0,9610.0,38.7,3.0,0.0,2012,11,11.0,Fully Paid,0,non_default,2,low_risk
18700.0,36.0,10.49,607.71,B,B3,80000.0,Source Verified,2014-12-01,debt_consolidation,15.97,2004-03-01,7.0,0.0,7441.0,57.2,0.0,0.0,2014,12,10.75,Fully Paid,0,non_default,2,low_risk
7575.0,36.0,15.61,264.86,D,D1,33100.0,Source Verified,2015-07-01,debt_consolidation,36.51,2001-03-01,11.0,0.0,17222.0,63.5,3.0,0.0,2015,7,14.33,Fully Paid,0,non_default,2,low_risk
14400.0,36.0,14.46,495.39,C,C4,80000.0,Not Verified,2016-03-01,credit_card,8.48,1990-11-01,9.0,0.0,15042.0,88.0,2.0,0.0,2016,3,25.33,Fully Paid,0,non_default,0,medium_risk
6450.0,36.0,18.25,234.0,D,D3,50000.0,Source Verified,2014-04-01,debt_consolidation,10.01,2006-10-01,16.0,0.0,5789.0,28.5,0.0,0.0,2014,4,7.5,Fully Paid,0,non_default,2,low_risk
13200.0,36.0,13.05,445.08,B,B5,39000.0,Not Verified,2013-07-01,debt_consolidation,13.78,2007-09-01,6.0,0.0,6844.0,85.5,0.0,0.0,2013,7,5.83,Charged Off,1,default,1,high_risk
15875.0,36.0,14.3,544.89,C,C1,71222.0,Source Verified,2013-10-01,debt_consolidation,21.79,2004-09-01,13.0,2.0,7526.0,50.5,1.0,1.0,2013,10,9.08,Fully Paid,0,non_default,2,low_risk
9750.0,36.0,7.51,303.34,A,A3,46000.0,Verified,2012-01-01,debt_consolidation,29.77,2002-12-01,8.0,0.0,9095.0,81.1,0.0,0.0,2012,1,9.08,Fully Paid,0,non_default,2,low_risk
20000.0,60.0,20.99,540.96,E,E4,148500.0,Source Verified,2014-09-01,debt_consolidation,9.41,1990-12-01,19.0,0.0,10854.0,99.6,9.0,0.0,2014,9,23.75,Fully Paid,0,non_default,0,medium_risk
14000.0,36.0,11.99,464.94,B,B3,75000.0,Not Verified,2013-12-01,debt_consolidation,22.54,1992-05-01,10.0,0.0,1486.0,16.5,5.0,0.0,2013,12,21.59,Charged Off,1,default,1,high_risk
8875.0,36.0,14.09,303.72,B,B5,25460.0,Verified,2013-04-01,debt_consolidation,27.29,1993-10-01,11.0,0.0,4290.0,51.1,0.0,0.0,2013,4,19.5,Charged Off,1,default,1,high_risk
2000.0,36.0,21.15,75.51,E,E2,40000.0,Verified,2013-07-01,moving,30.57,2003-06-01,7.0,0.0,7761.0,82.6,0.0,0.0,2013,7,10.08,Fully Paid,0,non_default,2,low_risk
14000.0,36.0,11.14,459.28,B,B2,125000.0,Not Verified,2013-01-01,debt_consolidation,18.19,1991-12-01,13.0,0.0,25178.0,72.8,4.0,0.0,2013,1,21.09,Fully Paid,0,non_default,0,medium_risk
12800.0,36.0,10.99,419.0,B,B4,90000.0,Source Verified,2015-07-01,major_purchase,14.75,2002-10-01,15.0,0.0,10927.0,86.0,1.0,0.0,2015,7,12.75,Fully Paid,0,non_default,2,low_risk
16000.0,36.0,7.62,498.59,A,A3,105000.0,Verified,2013-01-01,debt_consolidation,4.86,2005-12-01,5.0,0.0,14471.0,71.3,0.0,0.0,2013,1,7.09,Fully Paid,0,non_default,0,medium_risk
15200.0,60.0,15.99,369.56,D,D2,38000.0,Not Verified,2015-01-01,debt_consolidation,23.09,2006-08-01,10.0,0.0,14251.0,49.1,2.0,0.0,2015,1,8.42,Fully Paid,0,non_default,2,low_risk
10000.0,36.0,14.09,342.22,B,B5,65000.0,Not Verified,2012-09-01,debt_consolidation,22.01,1988-02-01,5.0,0.0,13407.0,67.4,0.0,0.0,2012,9,24.58,Charged Off,1,default,1,high_risk
30000.0,60.0,22.47,836.61,E,E5,95334.0,Verified,2012-08-01,debt_consolidation,11.71,1997-05-01,11.0,0.0,26378.0,84.0,0.0,0.0,2012,8,15.25,Charged Off,1,default,1,high_risk
23000.0,36.0,11.14,754.52,B,B2,60000.0,Verified,2013-06-01,credit_card,20.8,1983-04-01,7.0,0.0,10654.0,74.0,3.0,0.0,2013,6,30.17,Fully Paid,0,non_default,0,medium_risk
10000.0,36.0,19.04,366.78,F,F3,96000.0,Verified,2010-04-01,debt_consolidation,20.77,1990-01-01,17.0,0.0,22619.0,67.0,0.0,0.0,2010,4,20.25,Fully Paid,0,non_default,0,medium_risk
10000.0,36.0,10.15,323.38,B,B2,30264.0,Source Verified,2014-07-01,debt_consolidation,27.52,2010-06-01,15.0,0.0,8047.0,41.9,0.0,0.0,2014,7,4.08,Charged Off,1,default,1,high_risk
30000.0,36.0,13.98,1025.04,C,C1,115000.0,Source Verified,2013-12-01,credit_card,9.41,1995-10-01,12.0,0.0,17756.0,61.0,1.0,0.0,2013,12,18.17,Fully Paid,0,non_default,0,medium_risk
2000.0,36.0,13.33,67.71,C,C3,115000.0,Verified,2015-06-01,home_improvement,15.94,1996-10-01,12.0,0.0,21292.0,71.9,2.0,0.0,2015,6,18.66,Charged Off,1,default,1,high_risk
18825.0,36.0,15.61,658.22,C,C5,45000.0,Verified,2014-04-01,debt_consolidation,11.37,1995-08-01,11.0,7.0,5941.0,73.3,0.0,0.0,2014,4,18.67,Fully Paid,0,non_default,2,low_risk
16000.0,36.0,11.99,531.36,B,B3,98000.0,Not Verified,2013-12-01,debt_consolidation,15.75,1998-07-01,9.0,0.0,7828.0,85.1,2.0,0.0,2013,12,15.42,Fully Paid,0,non_default,0,medium_risk
19750.0,60.0,17.14,492.33,D,D4,82000.0,Verified,2014-12-01,credit_card,22.71,2004-07-01,19.0,0.0,33147.0,66.6,1.0,0.0,2014,12,10.42,Charged Off,1,default,1,high_risk
14000.0,36.0,9.71,449.84,B,B1,157500.0,Source Verified,2013-07-01,debt_consolidation,7.67,1992-02-01,19.0,0.0,87290.0,65.3,6.0,0.0,2013,7,21.41,Fully Paid,0,non_default,0,medium_risk
9750.0,36.0,19.97,362.2,D,D5,49000.0,Verified,2014-02-01,debt_consolidation,24.71,1998-01-01,13.0,0.0,7225.0,43.3,3.0,0.0,2014,2,16.08,Charged Off,1,default,1,high_risk
6400.0,36.0,14.33,219.77,C,C5,157500.0,Source Verified,2015-11-01,debt_consolidation,17.7,1994-03-01,18.0,2.0,12033.0,38.1,3.0,1.0,2015,11,21.67,Fully Paid,0,non_default,0,medium_risk
12000.0,60.0,15.96,291.57,C,C5,64320.0,Not Verified,2012-01-01,debt_consolidation,2.99,1996-06-01,7.0,0.0,4483.0,55.3,0.0,0.0,2012,1,15.58,Fully Paid,0,non_default,2,low_risk
6725.0,36.0,15.31,234.15,C,C2,38000.0,Verified,2013-06-01,credit_card,21.44,1997-11-01,5.0,0.0,26282.0,87.6,0.0,0.0,2013,6,15.58,Fully Paid,0,non_default,2,low_risk
38000.0,36.0,18.25,1440.24,D,D3,81000.0,Source Verified,2016-03-01,debt_consolidation,22.85,1999-11-01,14.0,0.0,55618.0,61.9,1.0,0.0,2016,3,16.33,Charged Off,1,default,1,high_risk
20000.0,36.0,20.31,746.44,D,D5,95000.0,Verified,2013-09-01,debt_consolidation,5.73,2002-03-01,8.0,0.0,19663.0,64.5,0.0,0.0,2013,9,11.5,Fully Paid,0,non_default,0,medium_risk
12000.0,36.0,13.16,405.25,C,C3,85000.0,Not Verified,2009-01-01,wedding,12.01,1998-10-01,12.0,0.0,0.0,54.8,0.0,0.0,2009,1,10.25,Fully Paid,0,non_default,2,low_risk
20000.0,36.0,7.89,625.72,A,A5,66420.0,Source Verified,2015-10-01,debt_consolidation,15.53,1998-12-01,24.0,0.0,25464.0,21.6,3.0,0.0,2015,10,16.83,Fully Paid,0,non_default,2,low_risk
20000.0,36.0,11.39,658.48,B,B3,55000.0,Source Verified,2016-10-01,debt_consolidation,7.48,2005-12-01,7.0,1.0,6070.0,37.9,3.0,1.0,2016,10,10.83,Fully Paid,0,non_default,2,low_risk
12000.0,36.0,6.03,365.23,A,A1,120000.0,Verified,2012-05-01,car,3.92,1995-02-01,6.0,0.0,8432.0,18.5,2.0,0.0,2012,5,17.25,Fully Paid,0,non_default,0,medium_risk
25000.0,60.0,21.0,676.34,E,E2,70000.0,Verified,2012-10-01,credit_card,17.55,1999-11-01,8.0,0.0,16061.0,78.7,2.0,0.0,2012,10,12.92,Fully Paid,0,non_default,0,medium_risk
31000.0,36.0,14.33,1064.49,C,C1,70000.0,Verified,2013-01-01,credit_card,13.37,1998-06-01,11.0,0.0,27770.0,65.5,0.0,0.0,2013,1,14.59,Fully Paid,0,non_default,0,medium_risk
24000.0,60.0,15.99,583.51,D,D2,157500.0,Verified,2014-11-01,debt_consolidation,10.99,2004-01-01,14.0,0.0,50654.0,87.8,0.0,0.0,2014,11,10.83,Fully Paid,0,non_default,0,medium_risk
15000.0,36.0,7.62,467.43,A,A3,75000.0,Not Verified,2012-10-01,car,15.07,2003-08-01,9.0,0.0,4340.0,16.7,0.0,0.0,2012,10,9.17,Fully Paid,0,non_default,2,low_risk
20000.0,60.0,15.22,478.12,C,C3,93000.0,Verified,2013-07-01,debt_consolidation,27.19,2001-12-01,13.0,0.0,11548.0,66.8,5.0,0.0,2013,7,11.58,Fully Paid,0,non_default,0,medium_risk
35000.0,60.0,20.5,937.06,E,E1,85000.0,Source Verified,2013-12-01,debt_consolidation,15.02,2006-06-01,7.0,0.0,16176.0,80.1,5.0,0.0,2013,12,7.5,Charged Off,1,default,1,high_risk
7200.0,36.0,13.68,244.97,C,C1,28500.0,Verified,2013-09-01,other,15.24,2004-12-01,16.0,0.0,2863.0,13.2,1.0,0.0,2013,9,8.75,Fully Paid,0,non_default,2,low_risk
17825.0,60.0,27.31,547.6,G,G2,83400.0,Verified,2015-07-01,other,8.19,2006-12-01,11.0,0.0,3738.0,8.6,0.0,0.0,2015,7,8.58,Charged Off,1,default,1,high_risk
6075.0,60.0,18.25,155.1,D,D3,28000.0,Verified,2012-06-01,debt_consolidation,33.21,2002-08-01,10.0,0.0,20788.0,95.4,0.0,0.0,2012,6,9.83,Fully Paid,0,non_default,2,low_risk
